id (store)|year|month|week|usa|after|sales
3|2011|5|23|1|0|53980.3333333333
3|2011|6|24|1|0|41197.1333333333
3|2011|6|25|1|0|34111.8666666667
3|2011|6|26|1|0|44649.6333333333
3|2011|6|27|1|0|32445.1633333333
3|2011|7|28|1|0|56175.6666666667
3|2011|7|29|1|0|40093.4333333333
3|2011|7|30|1|0|44510.8
3|2011|7|31|1|0|42784.4666666667
3|2011|8|32|1|0|52765.5
3|2011|8|33|1|0|39363.7666666667
3|2011|8|34|1|0|34536.9
3|2011|8|35|1|0|23968.1866666667
3|2011|8|36|1|0|41293.9
3|2011|9|37|1|0|61404.8
3|2011|9|38|1|0|77344.9666666667
3|2011|9|39|1|0|57123.2333333333
3|2011|9|40|1|0|56216.2666666667
3|2011|10|41|1|0|37340.4333333333
3|2011|10|42|1|0|100804.9
3|2011|10|43|1|1|38929.4
3|2011|10|44|1|1|36584.6333333333
3|2011|10|45|1|1|39052.2
3|2011|11|46|1|1|47678.6666666667
3|2011|11|47|1|1|47808.2333333333
3|2011|11|48|1|1|72029.6333333333
3|2011|11|49|1|1|57646.9666666667
3|2011|12|50|1|1|66357.1333333333
3|2011|12|51|1|1|56485.6666666667
3|2011|12|52|1|1|49296.9666666667
3|2011|12|53|1|1|60012.7333333333
3|2012|1|1|1|1|17277.5066666667
3|2012|1|2|1|1|48311.4
3|2012|1|3|1|1|33523.4333333333
3|2012|1|4|1|1|30545.2033333333
3|2012|1|5|1|1|46229.3666666667
3|2012|1|6|1|1|34530.3
3|2012|2|7|1|1|43483.2333333333
3|2012|2|8|1|1|31414.9466666667
3|2012|2|9|1|1|35564.1666666667
3|2012|2|10|1|1|37364.4333333333
3|2012|3|11|1|1|28124.4833333333
3|2012|3|12|1|1|30139.0866666667
3|2012|3|13|1|1|38022.2
3|2012|3|14|1|1|50388.6333333333
3|2012|4|15|1|1|21236.2366666667
3|2012|4|16|1|1|40880.9333333333
5|2011|4|16|1|0|92159.1333333333
5|2011|4|17|1|0|89446.7
5|2011|4|18|1|0|110329.166666667
5|2011|5|19|1|0|89277.1
5|2011|5|20|1|0|89909.1333333333
5|2011|5|21|1|0|111867.133333333
5|2011|5|22|1|0|97319.9333333333
5|2011|5|23|1|0|56994.6666666667
5|2011|6|24|1|0|98294.4
5|2011|6|25|1|0|79257.4
5|2011|6|26|1|0|81317.4333333333
5|2011|6|27|1|0|108315.3
5|2011|7|28|1|0|84564.4
5|2011|7|29|1|0|81832.4333333333
5|2011|7|30|1|0|76972.0333333333
5|2011|7|31|1|0|67239.1
5|2011|8|32|1|0|76485.9333333333
5|2011|8|33|1|0|152662.233333333
5|2011|8|34|1|0|66287.0666666667
5|2011|8|35|1|0|86041.9666666667
5|2011|8|36|1|0|103412.766666667
5|2011|9|37|1|0|162506.1
5|2011|9|38|1|0|120389.766666667
5|2011|9|39|1|0|120333.733333333
5|2011|9|40|1|0|114486.033333333
5|2011|10|41|1|0|133217.266666667
5|2011|10|42|1|0|173257.933333333
5|2011|10|43|1|1|54271.2666666667
5|2011|10|44|1|1|96855.6
5|2011|10|45|1|1|133616.9
5|2011|11|46|1|1|90080.2666666667
5|2011|11|47|1|1|89724.8
5|2011|11|48|1|1|179694.933333333
5|2011|11|49|1|1|174441.233333333
5|2011|12|50|1|1|96210.2666666667
5|2011|12|51|1|1|190229.633333333
5|2011|12|52|1|1|107372.166666667
5|2011|12|53|1|1|85615.3333333333
5|2012|1|1|1|1|63586.5666666667
5|2012|1|2|1|1|92895.7666666667
5|2012|1|3|1|1|85745.9333333333
5|2012|1|4|1|1|69388.6666666667
5|2012|1|5|1|1|53849.7
5|2012|1|6|1|1|67208.2
5|2012|2|7|1|1|58203.8
5|2012|2|8|1|1|55365.2
5|2012|2|9|1|1|57604.5333333333
5|2012|2|10|1|1|74341.8333333333
5|2012|3|11|1|1|117374.366666667
5|2012|3|12|1|1|57159.2666666667
5|2012|3|13|1|1|71757.5333333333
5|2012|3|14|1|1|104784.733333333
5|2012|4|15|1|1|67536.7333333333
5|2012|4|16|1|1|123224.033333333
7|2011|4|16|1|0|70555.9333333333
7|2011|4|17|1|0|63823.2
7|2011|4|18|1|0|101883.3
7|2011|5|19|1|0|58888.7666666667
7|2011|5|20|1|0|65137.5
7|2011|5|21|1|0|114556.7
7|2011|5|22|1|0|92309.3666666667
7|2011|5|23|1|0|110097.933333333
7|2011|6|24|1|0|90851.1333333333
7|2011|6|25|1|0|98944.8666666667
7|2011|6|26|1|0|92152.8
7|2011|6|27|1|0|62240.8333333333
7|2011|7|28|1|0|65293.5
7|2011|7|29|1|0|87402.9333333333
7|2011|7|30|1|0|80565.6
7|2011|7|31|1|0|49373.4333333333
7|2011|8|32|1|0|54423.5333333333
7|2011|8|33|1|0|60237.7333333333
7|2011|8|34|1|0|54742.0666666667
7|2011|8|35|1|0|69933.2666666667
7|2011|8|36|1|0|72678.9666666667
7|2011|9|37|1|0|67117.9
7|2011|9|38|1|0|73328.9333333333
7|2011|9|39|1|0|93081.4666666667
7|2011|9|40|1|0|93226.5333333333
7|2011|10|41|1|0|99317.3333333333
7|2011|10|42|1|0|178044.533333333
7|2011|10|43|1|1|55930.7666666667
7|2011|10|44|1|1|71131.0333333333
7|2011|10|45|1|1|47106.4333333333
7|2011|11|46|1|1|103998.533333333
7|2011|11|47|1|1|81184.7666666667
7|2011|11|48|1|1|63365.4333333333
7|2011|11|49|1|1|97494.7666666667
7|2011|12|50|1|1|93646.3333333333
7|2011|12|51|1|1|109794.1
7|2011|12|52|1|1|76161.6
7|2011|12|53|1|1|90558.1333333333
7|2012|1|1|1|1|38417.2333333333
7|2012|1|2|1|1|42597.6666666667
7|2012|1|3|1|1|42177.7
7|2012|1|4|1|1|42502.4
7|2012|1|5|1|1|70515.6666666667
7|2012|1|6|1|1|56940.2666666667
7|2012|2|7|1|1|49120.5666666667
7|2012|2|8|1|1|49642.1666666667
7|2012|2|9|1|1|51178.3333333333
7|2012|2|10|1|1|62164.8333333333
7|2012|3|11|1|1|48636.9
7|2012|3|12|1|1|70821.7666666667
7|2012|3|13|1|1|94357.6666666667
7|2012|3|14|1|1|61115.1333333333
7|2012|4|15|1|1|48325.5
7|2012|4|16|1|1|53614.6
9|2011|4|16|1|0|91608.0333333333
9|2011|4|17|1|0|68181.6666666667
9|2011|4|18|1|0|105259.166666667
9|2011|5|19|1|0|98662.1
9|2011|5|20|1|0|95926.1666666667
9|2011|5|21|1|0|79672
9|2011|5|22|1|0|125919.033333333
9|2011|5|23|1|0|86499.5666666667
9|2011|6|24|1|0|88248.5333333333
9|2011|6|25|1|0|101717
9|2011|6|26|1|0|77268.6333333333
9|2011|6|27|1|0|130443.766666667
9|2011|7|28|1|0|70699.3333333333
9|2011|7|29|1|0|82389.1333333333
9|2011|7|30|1|0|96569.5
9|2011|7|31|1|0|72840.0666666667
9|2011|8|32|1|0|85715.6
9|2011|8|33|1|0|71722
9|2011|8|34|1|0|129118.1
9|2011|8|35|1|0|91332.6666666667
9|2011|8|36|1|0|61400.7
9|2011|9|37|1|0|125146.866666667
9|2011|9|38|1|0|134582.566666667
9|2011|9|39|1|0|90772.3
9|2011|9|40|1|0|147170.066666667
9|2011|10|41|1|0|93194.9666666667
9|2011|10|42|1|0|145461
9|2011|10|43|1|1|101218.266666667
9|2011|10|44|1|1|81882.3333333333
9|2011|10|45|1|1|97510.4
9|2011|11|46|1|1|83584.1333333333
9|2011|11|47|1|1|113839.866666667
9|2011|11|48|1|1|131926.9
9|2011|11|49|1|1|123678.466666667
9|2011|12|50|1|1|89873.1333333333
9|2011|12|51|1|1|127542.533333333
9|2011|12|52|1|1|176467.866666667
9|2011|12|53|1|1|78951.5666666667
9|2012|1|1|1|1|47408.1666666667
9|2012|1|2|1|1|95678
9|2012|1|3|1|1|79664.2
9|2012|1|4|1|1|78769.8666666667
9|2012|1|5|1|1|70094.0666666667
9|2012|1|6|1|1|82121.3
9|2012|2|7|1|1|82082.0666666667
9|2012|2|8|1|1|100084.933333333
9|2012|2|9|1|1|68337.5
9|2012|2|10|1|1|125623.733333333
9|2012|3|11|1|1|63932.4333333333
9|2012|3|12|1|1|61489.1333333333
9|2012|3|13|1|1|66291.1666666667
9|2012|3|14|1|1|171968.666666667
9|2012|4|15|1|1|96075.2
9|2012|4|16|1|1|121805.6
11|2011|4|16|1|0|44623.9666666667
11|2011|4|17|1|0|47440.7333333333
11|2011|4|18|1|0|63296.7333333333
11|2011|5|19|1|0|45343.3333333333
11|2011|5|20|1|0|85340.2333333333
11|2011|5|21|1|0|60501.1
11|2011|5|22|1|0|48243.3333333333
11|2011|5|23|1|0|86664.7
11|2011|6|24|1|0|72372.7666666667
11|2011|6|25|1|0|71667.8
11|2011|6|26|1|0|74545.4666666667
11|2011|6|27|1|0|40688.0666666667
11|2011|7|28|1|0|52622.9333333333
11|2011|7|29|1|0|55941.9333333333
11|2011|7|30|1|0|52836.8
11|2011|7|31|1|0|51685.4333333333
11|2011|8|32|1|0|54581.6
11|2011|8|33|1|0|59778.6666666667
11|2011|8|34|1|0|39629.0666666667
11|2011|8|35|1|0|24916.3166666667
11|2011|8|36|1|0|72878.8333333333
11|2011|9|37|1|0|100300.033333333
11|2011|9|38|1|0|74077.7333333333
11|2011|9|39|1|0|66476.7333333333
11|2011|9|40|1|0|55540.2
11|2011|10|41|1|0|110847.866666667
11|2011|10|42|1|0|113111.9
11|2011|10|43|1|1|86246.0333333333
11|2011|10|44|1|1|66038.2666666667
11|2011|10|45|1|1|57674.0666666667
11|2011|11|46|1|1|89706.0666666667
11|2011|11|47|1|1|83281.4
11|2011|11|48|1|1|66048.3333333333
11|2011|11|49|1|1|58473.5333333333
11|2011|12|50|1|1|48965.5
11|2011|12|51|1|1|70273.1
11|2011|12|52|1|1|72043.7333333333
11|2011|12|53|1|1|79868.7333333333
11|2012|1|1|1|1|19180.62
11|2012|1|2|1|1|46578.5
11|2012|1|3|1|1|46951.4666666667
11|2012|1|4|1|1|60016.7
11|2012|1|5|1|1|38674.0333333333
11|2012|1|6|1|1|54311.0333333333
11|2012|2|7|1|1|41889.9666666667
11|2012|2|8|1|1|54204.3666666667
11|2012|2|9|1|1|50453.7333333333
11|2012|2|10|1|1|47947.3333333333
11|2012|3|11|1|1|49256.3333333333
11|2012|3|12|1|1|44408.2333333333
11|2012|3|13|1|1|52455.7333333333
11|2012|3|14|1|1|61060.3333333333
11|2012|4|15|1|1|53380.2
11|2012|4|16|1|1|70827.3666666667
13|2011|4|16|1|0|32907.0466666667
13|2011|4|17|1|0|38770.3
13|2011|4|18|1|0|64779.9333333333
13|2011|5|19|1|0|68356.4
13|2011|5|20|1|0|77127.6666666667
13|2011|5|21|1|0|54723.2
13|2011|5|22|1|0|37766.5666666667
13|2011|5|23|1|0|59063.1666666667
13|2011|6|24|1|0|45949.2
13|2011|6|25|1|0|71242.2333333333
13|2011|6|26|1|0|84477.5
13|2011|6|27|1|0|32767.8166666667
13|2011|7|28|1|0|49953.4666666667
13|2011|7|29|1|0|42148.0666666667
13|2011|7|30|1|0|37263.3666666667
13|2011|7|31|1|0|35878.8
13|2011|8|32|1|0|28308.4333333333
13|2011|8|33|1|0|71064.5666666667
13|2011|8|34|1|0|45062.1
13|2011|8|35|1|0|38931.1
13|2011|8|36|1|0|52232.7333333333
13|2011|9|37|1|0|86666.8666666667
13|2011|9|38|1|0|64923.8
13|2011|9|39|1|0|50921.3666666667
13|2011|9|40|1|0|58949.3333333333
13|2011|10|41|1|0|53954.1
13|2011|10|42|1|0|81832.7666666667
13|2011|10|43|1|1|40945.7
13|2011|10|44|1|1|65686.4666666667
13|2011|10|45|1|1|45232.3
13|2011|11|46|1|1|44064.4333333333
13|2011|11|47|1|1|71520.8
13|2011|11|48|1|1|76748.1666666667
13|2011|11|49|1|1|73929.3
13|2011|12|50|1|1|59226.6333333333
13|2011|12|51|1|1|59660.2
13|2011|12|52|1|1|56626.4666666667
13|2011|12|53|1|1|54755.9
13|2012|1|1|1|1|14513.13
13|2012|1|2|1|1|41070.9333333333
13|2012|1|3|1|1|49297.6333333333
13|2012|1|4|1|1|47693.6666666667
13|2012|1|5|1|1|25297.2533333333
13|2012|1|6|1|1|35558.7333333333
13|2012|2|7|1|1|25460.9166666667
13|2012|2|8|1|1|33163.6833333333
13|2012|2|9|1|1|41026.9666666667
13|2012|2|10|1|1|60678.5333333333
13|2012|3|11|1|1|24392.6
13|2012|3|12|1|1|34361.7
13|2012|3|13|1|1|47614.6
13|2012|3|14|1|1|61698.5333333333
13|2012|4|15|1|1|42603.3333333333
13|2012|4|16|1|1|47272.9
15|2011|4|16|1|0|72407.0666666667
15|2011|4|17|1|0|57717.7666666667
15|2011|4|18|1|0|116942.633333333
15|2011|5|19|1|0|83847.2
15|2011|5|20|1|0|122821.366666667
15|2011|5|21|1|0|129193.833333333
15|2011|5|22|1|0|76638.0333333333
15|2011|5|23|1|0|81442.1333333333
15|2011|6|24|1|0|130810.266666667
15|2011|6|25|1|0|111385.866666667
15|2011|6|26|1|0|111300.266666667
15|2011|6|27|1|0|92230.3666666667
15|2011|7|28|1|0|114690.4
15|2011|7|29|1|0|50918.8333333333
15|2011|7|30|1|0|113838.666666667
15|2011|7|31|1|0|58184.2
15|2011|8|32|1|0|63828
15|2011|8|33|1|0|84686.2666666667
15|2011|8|34|1|0|72847.6333333333
15|2011|8|35|1|0|62062.4333333333
15|2011|8|36|1|0|25189.7866666667
15|2011|9|37|1|0|117142.333333333
15|2011|9|38|1|0|75558.6666666667
15|2011|9|39|1|0|100588.333333333
15|2011|9|40|1|0|83251.8333333333
15|2011|10|41|1|0|124570.433333333
15|2011|10|42|1|0|212912.833333333
15|2011|10|43|1|1|105595.1
15|2011|10|44|1|1|79394.4666666667
15|2011|10|45|1|1|82559.8
15|2011|11|46|1|1|86067.6333333333
15|2011|11|47|1|1|86476.9
15|2011|11|48|1|1|128835.933333333
15|2011|11|49|1|1|96881.1
15|2011|12|50|1|1|107020.8
15|2011|12|51|1|1|139839.133333333
15|2011|12|52|1|1|116857.133333333
15|2011|12|53|1|1|109394
15|2012|1|1|1|1|36407.3333333333
15|2012|1|2|1|1|78225.6333333333
15|2012|1|3|1|1|72224.6666666667
15|2012|1|4|1|1|62494.6666666667
15|2012|1|5|1|1|43906.0666666667
15|2012|1|6|1|1|73745.8666666667
15|2012|2|7|1|1|57928.8
15|2012|2|8|1|1|77379.2666666667
15|2012|2|9|1|1|65133.6666666667
15|2012|2|10|1|1|72314.6666666667
15|2012|3|11|1|1|71489.6333333333
15|2012|3|12|1|1|69339.3666666667
15|2012|3|13|1|1|103196.1
15|2012|3|14|1|1|100736.766666667
15|2012|4|15|1|1|59145.2
15|2012|4|16|1|1|122698.666666667
17|2011|4|16|1|0|84849.5666666667
17|2011|4|17|1|0|66399.8666666667
17|2011|4|18|1|0|82321.9
17|2011|5|19|1|0|93896.4333333333
17|2011|5|20|1|0|111779.5
17|2011|5|21|1|0|107314.766666667
17|2011|5|22|1|0|108746.466666667
17|2011|5|23|1|0|103986.333333333
17|2011|6|24|1|0|91173.9333333333
17|2011|6|25|1|0|88053.7333333333
17|2011|6|26|1|0|129181.533333333
17|2011|6|27|1|0|97740.3666666667
17|2011|7|28|1|0|105160.833333333
17|2011|7|29|1|0|80317.8666666667
17|2011|7|30|1|0|101226.866666667
17|2011|7|31|1|0|79482.3666666667
17|2011|8|32|1|0|48322.1333333333
17|2011|8|33|1|0|119819.233333333
17|2011|8|34|1|0|65397.1666666667
17|2011|8|35|1|0|59101.7333333333
17|2011|8|36|1|0|65850.0333333333
17|2011|9|37|1|0|130999.266666667
17|2011|9|38|1|0|90093.8333333333
17|2011|9|39|1|0|123007.866666667
17|2011|9|40|1|0|115404.866666667
17|2011|10|41|1|0|95252.0333333333
17|2011|10|42|1|0|165438.866666667
17|2011|10|43|1|1|64383.0333333333
17|2011|10|44|1|1|86022.3333333333
17|2011|10|45|1|1|78449.1666666667
17|2011|11|46|1|1|104294.333333333
17|2011|11|47|1|1|95743.1
17|2011|11|48|1|1|111553.2
17|2011|11|49|1|1|151845.333333333
17|2011|12|50|1|1|102382.6
17|2011|12|51|1|1|84232.9666666667
17|2011|12|52|1|1|88575.8333333333
17|2011|12|53|1|1|93033.7333333333
17|2012|1|1|1|1|38995.9333333333
17|2012|1|2|1|1|101503.7
17|2012|1|3|1|1|48549.2
17|2012|1|4|1|1|54102.3666666667
17|2012|1|5|1|1|43835.3333333333
17|2012|1|6|1|1|60956.6
17|2012|2|7|1|1|59074.6666666667
17|2012|2|8|1|1|61171
17|2012|2|9|1|1|80867.2666666667
17|2012|2|10|1|1|63465.0333333333
17|2012|3|11|1|1|118669.4
17|2012|3|12|1|1|73678.7333333333
17|2012|3|13|1|1|80905.5333333333
17|2012|3|14|1|1|120992.866666667
17|2012|4|15|1|1|79498.2
17|2012|4|16|1|1|63309.9
19|2011|4|16|0|0|40451.2666666667
19|2011|4|17|0|0|48408.4666666667
19|2011|4|18|0|0|37051.3666666667
19|2011|5|19|0|0|54431.3666666667
19|2011|5|20|0|0|54131.8666666667
19|2011|5|21|0|0|45080
19|2011|5|22|0|0|49467.7333333333
19|2011|5|23|0|0|73621.4333333333
19|2011|6|24|0|0|42972
19|2011|6|25|0|0|53345.6
19|2011|6|26|0|0|48089.9666666667
19|2011|6|27|0|0|37421.9666666667
19|2011|7|28|0|0|72555.8333333333
19|2011|7|29|0|0|41932.8333333333
19|2011|7|30|0|0|45724.3
19|2011|7|31|0|0|47943.7
19|2011|8|32|0|0|24822.0433333333
19|2011|8|33|0|0|51959.5
19|2011|8|34|0|0|33091.21
19|2011|8|35|0|0|39468.1333333333
19|2011|8|36|0|0|30393.87
19|2011|9|37|0|0|55364.1
19|2011|9|38|0|0|51698
19|2011|9|39|0|0|45426.0666666667
19|2011|9|40|0|0|49322.7333333333
19|2011|10|41|0|0|43626.9333333333
19|2011|10|42|0|0|74351
19|2011|10|43|0|1|32397.7333333333
19|2011|10|44|0|1|47554.4333333333
19|2011|10|45|0|1|56076.8
19|2011|11|46|0|1|45360.6
19|2011|11|47|0|1|52879.5666666667
19|2011|11|48|0|1|72229.4666666667
19|2011|11|49|0|1|48471.3
19|2011|12|50|0|1|60405.0333333333
19|2011|12|51|0|1|69612.3333333333
19|2011|12|52|0|1|55387.5333333333
19|2011|12|53|0|1|41547.8666666667
19|2012|1|1|0|1|16396.17
19|2012|1|2|0|1|42644.1333333333
19|2012|1|3|0|1|38388.8333333333
19|2012|1|4|0|1|35181.1666666667
19|2012|1|5|0|1|24987.8233333333
19|2012|1|6|0|1|20483.35
19|2012|2|7|0|1|33229.09
19|2012|2|8|0|1|32101.4066666667
19|2012|2|9|0|1|31709.0833333333
19|2012|2|10|0|1|35922.4
19|2012|3|11|0|1|44797.3333333333
19|2012|3|12|0|1|33361.1333333333
19|2012|3|13|0|1|36622.1
19|2012|3|14|0|1|53531.4
19|2012|4|15|0|1|36907.0333333333
19|2012|4|16|0|1|52740.1
21|2011|4|16|1|0|39975.2333333333
21|2011|4|17|1|0|21971.2566666667
21|2011|4|18|1|0|30728.9233333333
21|2011|5|19|1|0|42982.1333333333
21|2011|5|20|1|0|35440.1
21|2011|5|21|1|0|30229.82
21|2011|5|22|1|0|34582.3333333333
21|2011|5|23|1|0|20402.97
21|2011|6|24|1|0|20046.1966666667
21|2011|6|25|1|0|39369.1333333333
21|2011|6|26|1|0|40766.4333333333
21|2011|6|27|1|0|22269.8433333333
21|2011|7|28|1|0|23165.85
21|2011|7|29|1|0|30262.8166666667
21|2011|7|30|1|0|33119.2433333333
21|2011|7|31|1|0|21410.1633333333
21|2011|8|32|1|0|27365.22
21|2011|8|33|1|0|27058.8933333333
21|2011|8|34|1|0|20436.3866666667
21|2011|8|35|1|0|23650.0533333333
21|2011|8|36|1|0|29302.82
21|2011|9|37|1|0|31913.4333333333
21|2011|9|38|1|0|32517.6833333333
21|2011|9|39|1|0|25736.34
21|2011|9|40|1|0|28671.6966666667
21|2011|10|41|1|0|38446.2333333333
21|2011|10|42|1|0|65222.6666666667
21|2011|10|43|1|1|26874.0666666667
21|2011|10|44|1|1|17793.7833333333
21|2011|10|45|1|1|37115.1333333333
21|2011|11|46|1|1|38385.7
21|2011|11|47|1|1|45735.1666666667
21|2011|11|48|1|1|57436.4666666667
21|2011|11|49|1|1|30588.93
21|2011|12|50|1|1|40947.8666666667
21|2011|12|51|1|1|47385.6333333333
21|2011|12|52|1|1|38680.4
21|2011|12|53|1|1|27075.0533333333
21|2012|1|1|1|1|18738.4833333333
21|2012|1|2|1|1|23232.4033333333
21|2012|1|3|1|1|20412.8933333333
21|2012|1|4|1|1|17086.97
21|2012|1|5|1|1|16322.5
21|2012|1|6|1|1|25930.4
21|2012|2|7|1|1|34469.3666666667
21|2012|2|8|1|1|33188.52
21|2012|2|9|1|1|22889.41
21|2012|2|10|1|1|28688.4066666667
21|2012|3|11|1|1|19849.19
21|2012|3|12|1|1|25501.11
21|2012|3|13|1|1|36854
21|2012|3|14|1|1|54906.8666666667
21|2012|4|15|1|1|29382.5166666667
21|2012|4|16|1|1|20126.0733333333
23|2011|4|16|0|0|91383.2666666667
23|2011|4|17|0|0|52288.4333333333
23|2011|4|18|0|0|76448.3666666667
23|2011|5|19|0|0|76212.7333333333
23|2011|5|20|0|0|54403.5666666667
23|2011|5|21|0|0|105471.6
23|2011|5|22|0|0|77347
23|2011|5|23|0|0|60081.7
23|2011|6|24|0|0|37954.2333333333
23|2011|6|25|0|0|82349.2
23|2011|6|26|0|0|110533.7
23|2011|6|27|0|0|50268.5333333333
23|2011|7|28|0|0|67220.3
23|2011|7|29|0|0|55376.8333333333
23|2011|7|30|0|0|49619.5333333333
23|2011|7|31|0|0|68498.1666666667
23|2011|8|32|0|0|47681.7666666667
23|2011|8|33|0|0|93320.8333333333
23|2011|8|34|0|0|55689.4
23|2011|8|35|0|0|56218.4666666667
23|2011|8|36|0|0|54970.8666666667
23|2011|9|37|0|0|83377.8
23|2011|9|38|0|0|108884.5
23|2011|9|39|0|0|65192.8666666667
23|2011|9|40|0|0|82817.2666666667
23|2011|10|41|0|0|80032.1333333333
23|2011|10|42|0|0|103548.333333333
23|2011|10|43|0|1|63485.7333333333
23|2011|10|44|0|1|36379
23|2011|10|45|0|1|55693.1666666667
23|2011|11|46|0|1|57479.7666666667
23|2011|11|47|0|1|55114.9666666667
23|2011|11|48|0|1|96523.1
23|2011|11|49|0|1|72323.8333333333
23|2011|12|50|0|1|75132.2
23|2011|12|51|0|1|64202.3
23|2011|12|52|0|1|85386.3666666667
23|2011|12|53|0|1|59590.8333333333
23|2012|1|1|0|1|27295.3666666667
23|2012|1|2|0|1|41624.1666666667
23|2012|1|3|0|1|36092.0666666667
23|2012|1|4|0|1|54876.2333333333
23|2012|1|5|0|1|50804.6
23|2012|1|6|0|1|36598.5333333333
23|2012|2|7|0|1|52196.5333333333
23|2012|2|8|0|1|38009.5
23|2012|2|9|0|1|52135.1
23|2012|2|10|0|1|39264.9333333333
23|2012|3|11|0|1|66774.4
23|2012|3|12|0|1|49220.9
23|2012|3|13|0|1|57355.1666666667
23|2012|3|14|0|1|70557.8333333333
23|2012|4|15|0|1|62262.6
23|2012|4|16|0|1|84058.6666666667
25|2011|4|16|0|0|30546.34
25|2011|4|17|0|0|23679.87
25|2011|4|18|0|0|38218.6
25|2011|5|19|0|0|32507.2633333333
25|2011|5|20|0|0|39170.7
25|2011|5|21|0|0|29061.1733333333
25|2011|5|22|0|0|32804.71
25|2011|5|23|0|0|25487.1766666667
25|2011|6|24|0|0|21873.5166666667
25|2011|6|25|0|0|37525.7333333333
25|2011|6|26|0|0|27683.7
25|2011|6|27|0|0|44247.1333333333
25|2011|7|28|0|0|17728.5533333333
25|2011|7|29|0|0|21175.5666666667
25|2011|7|30|0|0|36063.4333333333
25|2011|7|31|0|0|21472.7133333333
25|2011|8|32|0|0|25444.4333333333
25|2011|8|33|0|0|27601.95
25|2011|8|34|0|0|24344.54
25|2011|8|35|0|0|21158.43
25|2011|8|36|0|0|22175.3033333333
25|2011|9|37|0|0|42554.1
25|2011|9|38|0|0|35397.8666666667
25|2011|9|39|0|0|28170.71
25|2011|9|40|0|0|30354.2433333333
25|2011|10|41|0|0|29268.72
25|2011|10|42|0|0|50633.8333333333
25|2011|10|43|0|1|31731.4366666667
25|2011|10|44|0|1|21314.29
25|2011|10|45|0|1|25795.8533333333
25|2011|11|46|0|1|21132.3333333333
25|2011|11|47|0|1|47187.6
25|2011|11|48|0|1|52272.1
25|2011|11|49|0|1|24774.79
25|2011|12|50|0|1|38900.6
25|2011|12|51|0|1|29916.4666666667
25|2011|12|52|0|1|29865.1533333333
25|2011|12|53|0|1|23504.4866666667
25|2012|1|1|0|1|10935.15
25|2012|1|2|0|1|18871.2266666667
25|2012|1|3|0|1|14022.7266666667
25|2012|1|4|0|1|19949.2166666667
25|2012|1|5|0|1|20652.1766666667
25|2012|1|6|0|1|18466.61
25|2012|2|7|0|1|22620.5433333333
25|2012|2|8|0|1|19948.97
25|2012|2|9|0|1|22382.1566666667
25|2012|2|10|0|1|20506.8633333333
25|2012|3|11|0|1|17805.1066666667
25|2012|3|12|0|1|24571.77
25|2012|3|13|0|1|27395.6666666667
25|2012|3|14|0|1|35121.8
25|2012|4|15|0|1|20051.95
