id (DMA)|year|month|week|after|close|sales
8|2011|7|28|0|1|10884.27637
8|2011|7|29|0|1|42212.62109
8|2011|7|30|0|1|24114.19922
8|2011|7|31|0|1|29823.95508
8|2011|8|32|0|1|47174.01953
8|2011|8|33|0|1|36651.60547
8|2011|8|34|0|1|25946.07031
8|2011|8|35|0|1|20944.30664
8|2011|8|36|0|1|51249.61328
8|2011|9|37|0|1|38112.21875
8|2011|9|38|0|1|21954.4707
8|2011|9|39|0|1|46709.74219
8|2011|9|40|0|1|43990.77734
8|2011|10|41|0|1|19134.66211
8|2011|10|42|0|1|24542.83594
8|2011|10|43|1|1|41048.47656
8|2011|10|44|1|1|19428.61328
8|2011|10|45|1|1|29921.24414
8|2011|11|46|1|1|27833.57422
8|2011|11|47|1|1|66556.04688
8|2011|11|48|1|1|29955.10547
8|2011|11|49|1|1|52829.875
8|2011|12|50|1|1|41152.46484
8|2011|12|51|1|1|19431.89258
8|2011|12|52|1|1|23939.3457
8|2011|12|53|1|1|28983.9082
8|2012|1|1|1|1|22355.48047
8|2012|1|2|1|1|26781.91797
8|2012|1|3|1|1|8121.380371
8|2012|1|4|1|1|12578.12402
8|2012|1|5|1|1|11011.5791
8|2012|1|6|1|1|16437.44727
8|2012|2|7|1|1|11373.30859
8|2012|2|8|1|1|21963.45313
8|2012|2|9|1|1|13345.80859
8|2012|2|10|1|1|10672.0957
8|2012|3|11|1|1|10882.83301
8|2012|3|12|1|1|11359.37988
8|2012|3|13|1|1|11512.68652
8|2012|3|14|1|1|10540.31152
9|2011|4|17|0|1|14373.9873
9|2011|4|18|0|1|5230.49707
9|2011|5|19|0|1|7790.422852
9|2011|5|20|0|1|5461.091309
9|2011|5|21|0|1|9880.246094
9|2011|5|22|0|1|7916.599121
9|2011|5|23|0|1|7456.742676
9|2011|6|24|0|1|13846.57617
9|2011|6|25|0|1|6562.415527
9|2011|6|26|0|1|21032.11719
9|2011|6|27|0|1|8438.064453
9|2011|7|28|0|1|8422.129883
9|2011|7|29|0|1|4896.126465
9|2011|7|30|0|1|8944.183594
9|2011|7|31|0|1|9642.658203
9|2011|8|32|0|1|11816.52734
9|2011|8|33|0|1|11377.40918
9|2011|8|34|0|1|7169.48584
9|2011|8|35|0|1|6175.009766
9|2011|8|36|0|1|10401.82715
9|2011|9|37|0|1|17914.73438
9|2011|9|38|0|1|6578.130371
9|2011|9|39|0|1|9308.367188
9|2011|9|40|0|1|20292.21484
9|2011|10|41|0|1|8781.56543
9|2011|10|42|0|1|25198.78516
9|2011|10|43|1|1|10695.39746
9|2011|10|44|1|1|18472.99414
9|2011|10|45|1|1|7360.709473
9|2011|11|46|1|1|16958.07813
9|2011|11|47|1|1|13913.37012
9|2011|11|48|1|1|8972.983398
9|2011|11|49|1|1|14130.03516
9|2011|12|50|1|1|19334.53125
9|2011|12|51|1|1|20307.25781
9|2011|12|52|1|1|6473.657227
9|2011|12|53|1|1|11102.3584
9|2012|1|1|1|1|10968.80566
9|2012|1|2|1|1|9013.697266
9|2012|1|3|1|1|2644.513428
9|2012|1|4|1|1|6980.646484
9|2012|1|5|1|1|6877.4375
9|2012|1|6|1|1|4894.001953
9|2012|2|7|1|1|12859.28711
9|2012|2|8|1|1|9440.447266
9|2012|2|9|1|1|12019.12793
9|2012|2|10|1|1|4773.23877
9|2012|3|11|1|1|3848.265381
9|2012|3|12|1|1|3749.814453
9|2012|3|13|1|1|2871.540771
9|2012|3|14|1|1|4277.288086
10|2011|4|17|0|1|94586.10156
10|2011|4|18|0|1|72798.64844
10|2011|5|19|0|1|94074.95313
10|2011|5|20|0|1|56752.5
10|2011|5|21|0|1|184444.6875
10|2011|5|22|0|1|115781.3906
10|2011|5|23|0|1|107583.6875
10|2011|6|24|0|1|75769.90625
10|2011|6|25|0|1|140414.5
10|2011|6|26|0|1|129774.9063
10|2011|6|27|0|1|64863.84766
10|2011|7|28|0|1|58599.21094
10|2011|7|29|0|1|110844
10|2011|7|30|0|1|93922.28906
10|2011|7|31|0|1|63820.90625
10|2011|8|32|0|1|56934.53906
10|2011|8|33|0|1|101932.3281
10|2011|8|34|0|1|64115.67969
10|2011|8|35|0|1|43785.5625
10|2011|8|36|0|1|80306.11719
10|2011|9|37|0|1|116199.5234
10|2011|9|38|0|1|48140.97656
10|2011|9|39|0|1|77554.89844
10|2011|9|40|0|1|47171.58984
10|2011|10|41|0|1|154189.125
10|2011|10|42|0|1|42941.04688
10|2011|10|43|1|1|88033.96875
10|2011|10|44|1|1|102790.1016
10|2011|10|45|1|1|45901.27344
10|2011|11|46|1|1|91899.47656
10|2011|11|47|1|1|70489.92969
10|2011|11|48|1|1|125538.7578
10|2011|11|49|1|1|299145.25
10|2011|12|50|1|1|107389.6406
10|2011|12|51|1|1|99791.61719
10|2011|12|52|1|1|75313.80469
10|2011|12|53|1|1|16489.50977
10|2012|1|1|1|1|50888.28516
10|2012|1|2|1|1|43257.70313
10|2012|1|3|1|1|48037.60156
10|2012|1|4|1|1|53566.00781
10|2012|1|5|1|1|26991.89453
10|2012|1|6|1|1|37557.57422
10|2012|2|7|1|1|39236.92188
10|2012|2|8|1|1|53963.12109
10|2012|2|9|1|1|45925.88281
10|2012|2|10|1|1|88773.26563
10|2012|3|11|1|1|39050.19922
10|2012|3|12|1|1|33284.80078
10|2012|3|13|1|1|27715.43945
10|2012|3|14|1|1|39070.35156
11|2011|4|17|0|0|21704.32227
11|2011|4|18|0|0|43004.40625
11|2011|5|19|0|0|24072.95508
11|2011|5|20|0|0|30557.36719
11|2011|5|21|0|0|17295.7793
11|2011|5|22|0|0|20263.43945
11|2011|5|23|0|0|19340.98633
11|2011|6|24|0|0|35057.75781
11|2011|6|25|0|0|39139.67969
11|2011|6|26|0|0|41447.23438
11|2011|6|27|0|0|27223.24023
11|2011|7|28|0|0|25826.06836
11|2011|7|29|0|0|42847.32813
11|2011|7|30|0|0|36171.33594
11|2011|7|31|0|0|24293.73633
11|2011|8|32|0|0|50415.08984
11|2011|8|33|0|0|19788.80859
11|2011|8|34|0|0|57607.97266
11|2011|8|35|0|0|13467.61621
11|2011|8|36|0|0|46076.05078
11|2011|9|37|0|0|43522.82422
11|2011|9|38|0|0|28008.59766
11|2011|9|39|0|0|43912.77344
11|2011|9|40|0|0|31485.32813
11|2011|10|41|0|0|44549.79688
11|2011|10|42|0|0|33998.69141
11|2011|10|43|1|0|40896.125
11|2011|10|44|1|0|18832.11523
11|2011|10|45|1|0|25352.18555
11|2011|11|46|1|0|28202.68164
11|2011|11|47|1|0|71637.89063
11|2011|11|48|1|0|44511.66016
11|2011|11|49|1|0|60197.34375
11|2011|12|50|1|0|28844.4082
11|2011|12|51|1|0|19457.61328
11|2011|12|52|1|0|29977.05273
11|2011|12|53|1|0|30202.80469
11|2012|1|1|1|0|20282
11|2012|1|2|1|0|27979.20508
11|2012|1|3|1|0|23245.73242
11|2012|1|4|1|0|23929.23438
11|2012|1|5|1|0|15831.72656
11|2012|1|6|1|0|18329.79688
11|2012|2|7|1|0|13213.95703
11|2012|2|8|1|0|26189.34961
11|2012|2|9|1|0|34502.48828
11|2012|2|10|1|0|38101.02734
11|2012|3|11|1|0|34644.89453
11|2012|3|12|1|0|36173.71484
11|2012|3|13|1|0|38406.12109
11|2012|3|14|1|0|30575.41211
12|2011|4|17|0|0|2087.891357
12|2011|4|18|0|0|3385.385254
12|2011|5|19|0|0|2898.249756
12|2011|5|20|0|0|3642.199951
12|2011|5|21|0|0|4150.792969
12|2011|5|22|0|0|3004.956787
12|2011|5|23|0|0|3853.09082
12|2011|6|24|0|0|1469.161499
12|2011|6|25|0|0|4678.358887
12|2011|6|26|0|0|3214.797119
12|2011|6|27|0|0|2142.62085
12|2011|7|28|0|0|2444.290771
12|2011|7|29|0|0|5118.472168
12|2011|7|30|0|0|2260.05835
12|2011|7|31|0|0|2464.990479
12|2011|8|32|0|0|3057.781738
12|2011|8|33|0|0|2613.680176
12|2011|8|34|0|0|4750.120117
12|2011|8|35|0|0|2391.656006
12|2011|8|36|0|0|2205.063477
12|2011|9|37|0|0|7124.657227
12|2011|9|38|0|0|1219.506592
12|2011|9|39|0|0|2616.200195
12|2011|9|40|0|0|2587.600342
12|2011|10|41|0|0|1627.425171
12|2011|10|42|0|0|1048.822998
12|2011|10|43|1|0|3520.982422
12|2011|10|44|1|0|1434.38269
12|2011|10|45|1|0|1895.302856
12|2011|11|46|1|0|2516.243896
12|2011|11|47|1|0|2078.295166
12|2011|11|48|1|0|4407.503418
12|2011|11|49|1|0|10740.35156
12|2011|12|50|1|0|3566.140869
12|2011|12|51|1|0|4287.706543
12|2011|12|52|1|0|1608.972168
12|2011|12|53|1|0|1334.968994
12|2012|1|1|1|0|3743.05835
12|2012|1|2|1|0|3304.948242
12|2012|1|3|1|0|1955.47644
12|2012|1|4|1|0|1415.265015
12|2012|1|5|1|0|1901.172729
12|2012|1|6|1|0|935.7712402
12|2012|2|7|1|0|959.2304077
12|2012|2|8|1|0|2602.48999
12|2012|2|9|1|0|2555.769043
12|2012|2|10|1|0|1610.119507
12|2012|3|11|1|0|1263.828613
12|2012|3|12|1|0|1478.166504
12|2012|3|13|1|0|1339.519897
12|2012|3|14|1|0|1342.105469
13|2011|4|17|0|1|6253.652832
13|2011|4|18|0|1|6867.540527
13|2011|5|19|0|1|14324.47754
13|2011|5|20|0|1|10339.49902
13|2011|5|21|0|1|5756.592773
13|2011|5|22|0|1|12657.58008
13|2011|5|23|0|1|11619.14844
13|2011|6|24|0|1|6706.490723
13|2011|6|25|0|1|10273.92871
13|2011|6|26|0|1|7038.537109
13|2011|6|27|0|1|7839.552734
13|2011|7|28|0|1|6483.171875
13|2011|7|29|0|1|4250.55957
13|2011|7|30|0|1|3883.529541
13|2011|7|31|0|1|3976.037842
13|2011|8|32|0|1|4139.36084
13|2011|8|33|0|1|9200.833984
13|2011|8|34|0|1|4066.369385
13|2011|8|35|0|1|4929.921875
13|2011|8|36|0|1|10000.1543
13|2011|9|37|0|1|6463.762207
13|2011|9|38|0|1|5390.852051
13|2011|9|39|0|1|4702.966797
13|2011|9|40|0|1|2802.498779
13|2011|10|41|0|1|6559.949707
13|2011|10|42|0|1|8697.619141
13|2011|10|43|1|1|9163.364258
13|2011|10|44|1|1|8892.980469
13|2011|10|45|1|1|7782.210449
13|2011|11|46|1|1|4387.565918
13|2011|11|47|1|1|6966.88623
13|2011|11|48|1|1|15556.39941
13|2011|11|49|1|1|13962.25879
13|2011|12|50|1|1|8754.96582
13|2011|12|51|1|1|8628.46875
13|2011|12|52|1|1|12339.19434
13|2011|12|53|1|1|2183.026611
13|2012|1|1|1|1|3940.535156
13|2012|1|2|1|1|4546.189941
13|2012|1|3|1|1|4290.430664
13|2012|1|4|1|1|3397.893311
13|2012|1|5|1|1|2922.237549
13|2012|1|6|1|1|2723.831543
13|2012|2|7|1|1|3753.238525
13|2012|2|8|1|1|8554.27832
13|2012|2|9|1|1|6621.913086
13|2012|2|10|1|1|10437.29199
13|2012|3|11|1|1|3167.012451
13|2012|3|12|1|1|3087.438721
13|2012|3|13|1|1|2679.44873
13|2012|3|14|1|1|3229.525635
14|2011|4|17|0|0|558.1782837
14|2011|4|18|0|0|511.387085
14|2011|5|19|0|0|587.8711548
14|2011|5|20|0|0|571.5576172
14|2011|5|21|0|0|261.1527405
14|2011|5|22|0|0|595.1074219
14|2011|5|23|0|0|416.2647705
14|2011|6|24|0|0|181.9672852
14|2011|6|25|0|0|393.8767395
14|2011|6|26|0|0|382.6477966
14|2011|6|27|0|0|295.963501
14|2011|7|28|0|0|415.0270386
14|2011|7|29|0|0|569.5810547
14|2011|7|30|0|0|328.2024231
14|2011|7|31|0|0|415.9215088
14|2011|8|32|0|0|532.9154053
14|2011|8|33|0|0|299.6697693
14|2011|8|34|0|0|278.466095
14|2011|8|35|0|0|179.7758789
14|2011|8|36|0|0|351.6713562
14|2011|9|37|0|0|209.8406219
14|2011|9|38|0|0|401.3117676
14|2011|9|39|0|0|267.3862
14|2011|9|40|0|0|504.7079468
14|2011|10|41|0|0|643.8773804
14|2011|10|42|0|0|247.3352203
14|2011|10|43|1|0|479.1315308
14|2011|10|44|1|0|499.7750244
14|2011|10|45|1|0|522.5082397
14|2011|11|46|1|0|601.4136353
14|2011|11|47|1|0|979.6810303
14|2011|11|48|1|0|268.3356018
14|2011|11|49|1|0|975.008606
14|2011|12|50|1|0|801.0256958
14|2011|12|51|1|0|1013.819519
14|2011|12|52|1|0|437.7157288
14|2011|12|53|1|0|196.5114594
14|2012|1|1|1|0|350.7363892
14|2012|1|2|1|0|422.6958008
14|2012|1|3|1|0|127.3768921
14|2012|1|4|1|0|688.6917725
14|2012|1|5|1|0|372.4692688
14|2012|1|6|1|0|167.7210236
14|2012|2|7|1|0|142.3237152
14|2012|2|8|1|0|324.8604736
14|2012|2|9|1|0|181.7338562
14|2012|2|10|1|0|373.0574341
14|2012|3|11|1|0|311.6051636
14|2012|3|12|1|0|219.4697418
14|2012|3|13|1|0|321.3794861
14|2012|3|14|1|0|270.0971069
15|2011|4|17|0|0|18849.07617
15|2011|4|18|0|0|28297.65039
15|2011|5|19|0|0|26762.71875
15|2011|5|20|0|0|27805.69141
15|2011|5|21|0|0|41398.40625
15|2011|5|22|0|0|18794.65234
15|2011|5|23|0|0|23739.80078
15|2011|6|24|0|0|13255.2168
15|2011|6|25|0|0|25702.69727
15|2011|6|26|0|0|26368.3125
15|2011|6|27|0|0|11338.87988
15|2011|7|28|0|0|35324.16016
15|2011|7|29|0|0|17080.16602
15|2011|7|30|0|0|27911.61719
15|2011|7|31|0|0|20792.33984
15|2011|8|32|0|0|22975.70117
15|2011|8|33|0|0|24215.50781
15|2011|8|34|0|0|32397.31641
15|2011|8|35|0|0|19371.99805
15|2011|8|36|0|0|17861.37305
15|2011|9|37|0|0|28197.38477
15|2011|9|38|0|0|19956.19141
